"","gamma_prim","gamma_temp","gamma_home","delta_temp","delta_home","delta_temp_agk_18_29_woman","delta_home_agk_18_29_woman","delta_temp_agk_18_29","delta_home_agk_18_29","delta_temp_agk_30_44_woman_kids","delta_home_agk_30_44_woman_kids","delta_temp_agk_30_44_woman_nokids","delta_home_agk_30_44_woman_nokids","delta_temp_agk_30_44_kids","delta_home_agk_30_44_kids","delta_temp_agk_45_64_woman","delta_home_agk_45_64_woman","delta_temp_agk_45_64","delta_home_agk_45_64","delta_temp_agk_65plus_woman","delta_home_agk_65plus_woman","delta_temp_agk_65plus","delta_home_agk_65plus","delta_temp_income_50minus","delta_home_income_50minus","delta_temp_income_100_149","delta_home_income_100_149","delta_temp_income_150plus","delta_home_income_150plus","delta_temp_education_highschool","delta_home_education_highschool","delta_temp_education_graduate","delta_home_education_graduate","delta_temp_impneighbor_20_39","delta_home_impneighbor_20_39","delta_temp_impneighbor_40_59","delta_home_impneighbor_40_59","delta_temp_impneighbor_60plus","delta_home_impneighbor_60plus","delta_temp_impneighbor_20minus_suburban","delta_home_impneighbor_20minus_suburban","delta_temp_impneighbor_20_39_suburban","delta_home_impneighbor_20_39_suburban","delta_temp_impneighbor_40_59_suburban","delta_home_impneighbor_40_59_suburban","delta_temp_impneighbor_60plus_suburban","delta_home_impneighbor_60plus_suburban","delta_temp_impneighbor_20minus_town","delta_home_impneighbor_20minus_town","delta_temp_impneighbor_20_39_town","delta_home_impneighbor_20_39_town","delta_temp_impneighbor_40_59_town","delta_home_impneighbor_40_59_town","delta_temp_impneighbor_60plus_town","delta_home_impneighbor_60plus_town","delta_temp_jobtype12_professional","delta_home_jobtype12_professional","delta_temp_jobtype12_administrative","delta_home_jobtype12_administrative","delta_temp_homeownership_nonown","delta_home_homeownership_nonown","delta_temp_factor_score_1","delta_home_factor_score_1","delta_temp_factor_score_2","delta_home_factor_score_2","delta_temp_factor_score_3","delta_home_factor_score_3"
"delta_home_education_graduate",0.977150517093242,0.2071455722664,-6.9351495878241,27.2971210475351,-101.040752914014,0.387675181273306,-2.76222298107137,0.46271440536976,-3.43825675068283,3.99578194778936,-13.8373966085945,3.34167872197685,-13.9799236341909,6.22592648869823,-21.7495681364815,4.53357980632831,-17.0859294405674,12.8951004312536,-42.9223848738573,-7.03661207644411e-18,-3.50294116482239,0.862721433157443,-6.75292476031811,0.321971420609752,-1.51943412194174,9.41724291840588,-30.6516261805008,12.6793540659263,-52.6527230095385,6.97229060063586e-14,-2.30373209596802e-10,27.2971212196236,-101.040753095601,8.34574296795551,-36.5426522129205,3.7646885369075,-15.9886869273761,10.0054160515372,-28.2916870956002,3.52231775604944,-12.5040609679349,2.56190934213862,-12.6723064417884,2.29227927365479,-8.60928761559079,5.27923577428078,-16.1136542520467,0.483390700236153,-1.277096031487,0.726024666730414,-3.85513521431867,0.23413913350428,-1.88586676434138,1.22311490997271,-3.10999288939476,20.3169539866779,-74.0927719003205,4.83604304494308,-20.2902962957495,8.63699052623015,-29.111180521699,-1.56789775435255,0.336869682609417,8.39809999586916,-15.9694482151612,-5.18239683991636,21.7335845120463
"delta_temp_impneighbor_20_39",0.465210954882588,-0.47679823551901,1.22059574721587,-52.1053348204143,22.0449046360547,-4.77338207033223,2.10045823979457,-5.75339735814238,2.35575598446981,-7.91963067936547,3.12891790623705,-4.89506317945577,2.01128778309648,-14.6167209241996,5.42575237513258,-10.4897810130195,4.9101807616641,-20.3662257313444,9.48309765935386,-4.85884755435303e-17,5.66765582168213e-09,-0.562616123027637,0.222337696829749,-4.51689560745602,1.99162235309302,-15.1137476608203,7.0140789703898,-15.6016780395715,6.69788991628112,-11.7346492033136,4.79110120297236,-20.5428746815343,8.34574296795551,-52.1053348246425,22.0449046048045,2.67156498919901e-07,-1.02439517704947e-14,1.21629869719472e-11,4.25038753663597e-09,1.4759927039375e-11,3.15351718519116e-11,-17.2976232348088,7.56432575844964,-4.25913078625485e-15,-3.96776426222796e-08,2.38095471847133e-08,-2.94354815238866e-14,3.15952074052938e-09,-1.29697715991913e-09,-4.9347792984294,1.97161012545813,5.89152829422208e-09,-4.69395574679469e-15,6.03758187594239e-14,9.36378834435944e-10,-29.1157018619758,12.9149099779969,-16.1218996369562,6.84078902019546,-19.678831846274,8.93329909838938,-19.8832647589324,4.12793950534195,0.839932491938127,3.85282089471081,-3.34210182926602,-0.239782635572102
"delta_home_impneighbor_20_39",1.08715284712497,0.194093648683352,-5.13141222390513,22.0449045934714,-89.9925801674051,2.10045824445599,-8.42247958791447,2.35575602118525,-9.34656134662059,3.12891787778207,-12.4262711934214,2.01128781134454,-8.82145455651943,5.42575298060254,-21.7571411488768,4.9101807548596,-19.2976920313506,9.4830976445104,-35.3593834499758,-2.80317406245813e-17,-3.96824225637355,0.222337700358262,-5.17972327951704,1.99162249865932,-7.19589936839379,7.01407898481155,-25.609235707195,6.69788991464983,-33.6434648367062,4.79110113640967,-15.9794860636964,8.34574317457395,-36.5426522129205,22.0449046048045,-89.9925802259877,3.55510426907932e-07,-1.26405254714767e-09,1.61667797847431e-11,7.21556768259276e-12,1.96209756014322e-11,4.19209964971257e-11,7.56432574366202,-37.5578971399207,-1.66937354377961e-15,-1.09740794616953e-14,6.32460564658897e-08,6.53265804385419e-08,4.19905464491273e-09,-1.72377797125329e-09,1.97161013792883,-8.09449775815122,1.44726405121262e-08,1.60342102363099e-11,8.79124916235506e-14,1.24452495947047e-09,12.9149099860532,-53.456502101668,6.84078899950592,-29.235307699885,8.93329913011349,-31.5749493235016,4.12793933942041,-17.7983099793815,3.85282090005055,-2.78769348958038,-0.239782616776272,5.0205205427967
"delta_temp_impneighbor_40_59",0.170388724030392,-0.162456705966382,0.69821396715181,-22.0346126391197,10.2948807990158,-1.39470035253118,0.504591283242697,-2.00159080242417,0.647826870816031,-2.00166678104817,0.721825759641153,-2.07943586938661,1.15111926196244,-3.36594538409298,1.46133296662245,-3.56468550775965,1.85615152385932,-12.0062837228872,5.85528553210143,-1.28049108145626e-19,1.79330253852554e-07,-0.590825499592975,0.198080416807051,-1.26417565016263,0.433273365973352,-5.24120912937659,2.50446581662771,-9.521345390404,4.64263846232728,-3.77058211373332,1.50646499715774,-7.96910256898989,3.7646885369075,2.67156498919901e-07,3.55510426907932e-07,-22.0346241041701,10.2948804362021,1.77307507809795e-10,1.24132088687131e-07,-5.41974252562812e-14,7.19828621298525e-07,4.55821434254818e-07,1.17620616716162e-06,-12.0170604482694,5.50716531561127,1.39070774856597e-06,1.43737954826743e-06,1.00507253871764e-07,-1.78285837441139e-12,4.98556658426876e-07,2.5689201193949e-08,-0.926963165384273,0.391360630291359,-2.10798646128412e-15,3.6118230937194e-07,-15.8833389446494,7.65931864860431,-3.73371396640275,1.6423743330693,-11.0952758119466,5.29920001229342,-4.0157362446261,0.624457171951314,-2.54438168608837,2.31620149515211,2.21411300731619,-1.50189978409888
"delta_home_impneighbor_40_59",0.445157992940131,0.0782053530597814,-2.83505174815549,10.2948803626816,-41.8119715212884,0.504591416617014,-2.5523732428864,0.647826912516266,-2.96742166717257,0.721824961942192,-3.18973191129955,1.15111872721351,-5.06852526605414,1.46133261315141,-5.86193246804018,1.85615023582154,-8.17709915647619,5.85528471270568,-21.7480295002323,-3.67123257837427e-17,-1.18346609709138,0.198080113128911,-2.19870592467933,0.433272936605098,-1.93593595530643,2.50446565592349,-9.08081085070132,4.64263822227907,-20.2801178726841,1.50646509969654,-4.74101946384926,3.76468803099244,-15.9886869273761,-1.02439517704947e-14,-1.26405254714767e-09,10.2948804362021,-41.8119714907636,-6.51863680775766e-09,-1.52934812576149e-14,-1.4640166467281e-08,3.12417785572429e-08,9.89172912442142e-09,-6.54527054772024e-11,5.50716564117875,-19.7423086641636,3.01409071207474e-08,-7.99842695895253e-11,-5.57781447563923e-12,-1.69833417807041e-09,1.07983546080964e-08,-1.36092673310316e-08,0.391360789456839,-3.46867426730132,-2.34082449149948e-08,-1.45060732578611e-08,7.65931831219684,-31.8151565045566,1.64237387400073,-6.70915115960044,5.29919958886384,-20.8553697205973,0.624456869962993,-1.10345715826507,2.3162013832928,-6.8708562440172,-1.50190556959654,6.64827297694215
"delta_temp_impneighbor_60plus",0.0681968320638043,-0.275102162740263,2.17520596305548,-37.8854284762166,25.6126647558175,-0.798161235453346,0.633575549483111,-2.74460048638379,2.06658525084665,-5.39518600043716,3.57331877782242,-4.88013483809456,3.31976590551764,-8.92002791397735,5.77262235304242,-6.41667702807425,4.77934892593588,-16.6162571617753,11.494381736225,-2.51549293090605e-17,-1.41050578463834e-14,-1.26510181102566,0.741684194942432,-2.9506699439669,1.95552548319411,-12.3819329281507,8.84787072688067,-11.0784545321573,7.7135753467806,-8.63130904401032,5.43838527190537,-14.8016684725447,10.0054160515372,1.21629869719472e-11,1.61667797847431e-11,1.77307507809795e-10,-6.51863680775766e-09,-37.885428472307,25.6126648002932,-5.97805384386562e-09,1.63931873507679e-11,5.17434693955175e-12,1.71432604007599e-09,-4.9723534064718e-09,-1.90749981544926e-08,-17.6871950027613,11.8328182729136,2.28599774278788e-12,-6.73899100087519e-10,3.68765129201291e-10,-5.34788568974027e-15,-2.18812206283213e-15,-4.88505866302061e-09,-4.95269252530832,3.76952026530774,-25.6551684283597,17.7471198120036,-8.81773156948285,5.69633460446336,-12.5353981599124,8.28775341538031,10.8502427587473,-9.9301020512395,-15.6898591047094,13.9468976177735,5.08075545996474,-4.81294324199386
"delta_home_impneighbor_60plus",0.32357264909643,0.188403828497526,-6.17110796499162,25.6126648009374,-72.2801115968051,0.633575552421222,-2.24092471750738,2.06658525804971,-5.18846327321441,3.57331876547886,-7.94805110580969,3.31976592094061,-11.3075884311464,5.77262235624245,-14.147992011651,4.77934891314669,-12.0559250237771,11.4943817353308,-29.291102760921,-1.02283671196953e-16,-2.60349228365622,0.741684203096213,-5.2757996765388,1.9555255005335,-5.7521268593384,8.84787074109754,-23.2977218929552,7.71357535387934,-25.609594718017,5.43838531902081,-13.4517883120534,10.005416033318,-28.2916870956002,4.25038753663597e-09,7.21556768259276e-12,1.24132088687131e-07,-1.52934812576149e-14,25.6126648002932,-72.2801116206385,6.84056009343187e-12,1.23758692170446e-08,3.62135969502465e-09,2.02222698581454e-08,-1.21537468021342e-14,-3.69054923801222e-14,11.8328183051966,-36.243284564374,1.59904813144938e-09,9.51200474206332e-12,4.28304623627097e-09,-7.95244357348947e-15,5.05983303785738e-09,-7.84615367032029e-15,3.7695202743751,-8.58408566981601,17.7471198150255,-48.8808226807733,5.69633460522768,-18.6270839600581,8.28775342624067,-20.7686061747844,-9.93010210445302,22.6186158483609,13.9468976202237,-26.6237091891977,-4.81294318031845,9.30883853510542
"delta_temp_impneighbor_20minus_suburban",0.100427933252581,-0.151670619491739,0.668810838838222,-18.5761794245373,10.0974248034059,-0.729909161642158,0.284122149289681,-1.26442911263071,0.580591750606411,-2.24586256660771,1.29376014051782,-1.27298345566252,0.639849897071625,-3.60101101298998,1.89331309682842,-4.05201152371587,2.35756794043799,-10.0056268073679,5.59426194885119,-1.77937590085631e-17,-3.14389047172497e-14,-0.658960277916591,0.438221491903896,-1.10260194365321,0.692329959614231,-5.16673407902409,2.7711311535376,-6.08535710211047,3.40681724967162,-4.65664673818266,2.62372945401032,-6.14155782385085,3.52231775604944,1.4759927039375e-11,1.96209756014322e-11,-5.41974252562812e-14,-1.4640166467281e-08,-5.97805384386562e-09,6.84056009343187e-12,-18.5761794136454,10.0974248231087,-3.98780077522338e-14,-2.01396431482899e-13,-1.20835141742226e-08,-4.62360100065543e-08,-1.19872370208265e-13,-1.27612095609504e-14,-2.51850733841565e-15,2.58791208029571e-11,-2.21170292435623e-15,-5.47578555642359e-14,-9.26596655214318e-16,-1.18713264717831e-08,-2.32281221196789e-08,-1.32135559285915e-08,-11.0561564584925,6.0821110487869,-6.42029615646919,3.46390891602734,-5.56142944829871,3.07058450790386,0.661008405641897,-1.29348103130374,-0.727651758204213,1.67840648239819,1.10905416168432,-0.863817211736531
"delta_home_impneighbor_20minus_suburban",0.334322277557338,0.0745520563224083,-2.69432494191396,10.0974248175614,-38.4962549737597,0.284122157150892,-1.78181140980933,0.580591820821268,-2.76777548924861,1.29376000027682,-4.7703062762862,0.639849898902021,-2.77426889371829,1.89331408190113,-6.54077896010697,2.35756793053326,-8.42830935285566,5.5942619767288,-19.8477531429382,-1.39703135341812e-17,-1.35991650277102,0.438221492602119,-2.93707808904174,0.692330111563776,-2.20642729385832,2.7711312062909,-9.81377151420725,3.40681728958163,-14.4567139997114,2.62372947980006,-8.34023567857724,3.52231788035289,-12.5040609679349,3.15351718519116e-11,4.19209964971257e-11,7.19828621298525e-07,3.12417785572429e-08,1.63931873507679e-11,1.23758692170446e-08,10.0974248231087,-38.4962549930145,2.09998123037165e-08,8.890251141992e-09,-2.581891482166e-08,-4.31410390939781e-15,6.93263004089827e-08,1.08643009415325e-08,1.18654996478217e-11,-3.49456771746433e-09,2.48369119278519e-08,-2.80239385994406e-15,1.46706692038062e-08,-2.19218571725843e-15,-2.10099169427092e-15,3.32795912884047e-08,6.08211107315702,-23.8358089266356,3.46390890729642,-13.3240364590887,3.07058453149362,-11.0300039118754,-1.29348115441648,4.1748605613979,1.67840649696833,-2.11591163530402,-0.863816975015692,3.89135245106081
"delta_temp_impneighbor_20_39_suburban",0.147026603168808,-0.116625339646417,0.465184864922612,-17.2976232381956,7.56432573528221,-1.43880594749502,0.636753369654807,-1.87580271243104,0.729989692222301,-2.41677755434005,0.755383567559208,-1.23964438213024,0.427556839355116,-4.87591696023894,1.65530111679134,-3.22200238998655,1.44104338295143,-7.59997676292834,3.79671440807477,-6.13874863723588e-18,-3.96629930196586e-10,-0.104071488044221,0.081166511418156,-1.07470071379149,0.479808706123485,-4.6196418253904,2.34404913194651,-6.63877309786641,2.97645348601462,-3.72185406990829,1.58937420926089,-5.5397115288141,2.56190934213862,-17.2976232348088,7.56432574366202,4.55821434254818e-07,9.89172912442142e-09,5.17434693955175e-12,3.62135969502465e-09,-3.98780077522338e-14,2.09998123037165e-08,-17.2976232458565,7.56432574851106,-6.70615841913377e-10,-2.56933101309462e-09,4.05718364471505e-08,4.19334956946267e-08,2.69162806684944e-09,-1.12400871588125e-09,7.25836639861915e-09,-1.47359007467428e-15,9.29001386218104e-09,-6.69134056024287e-10,-1.28901034751712e-09,9.72566396325556e-09,-10.2774905321602,4.9382255567352,-5.45634375965586,2.18986743220412,-5.05978320526636,2.45705389306785,-2.96756951556007,-0.734071686428513,-2.59374795148943,2.83467655074416,2.87089190454403,-1.82423957966778
"delta_home_impneighbor_20_39_suburban",0.477380025564828,0.0501990185851052,-2.34753264246255,7.56432574521795,-37.5578970928368,0.636753347373391,-3.18949641489275,0.729989700029228,-3.62377979264819,0.755383533746454,-3.87568970018443,0.427556870323714,-2.42377999534235,1.65530195865785,-8.48700675418149,1.44104324990772,-7.25535876301944,3.79671436446731,-16.2977527439398,1.87747436631529e-18,-2.33189002574892,0.0811665643614024,-2.98103023959198,0.47980893398531,-1.81304538892195,2.34404913856629,-10.8813252587665,2.97645352070877,-16.6955895328628,1.58937421498157,-6.18574276164579,2.56190882121719,-12.6723064417884,7.56432575844964,-37.5578971399207,1.17620616716162e-06,-6.54527054772024e-11,1.71432604007599e-09,2.02222698581454e-08,-2.01396431482899e-13,8.890251141992e-09,7.56432574851106,-37.5578972331247,3.46076238246336e-09,-1.61635975784015e-07,1.13279769274252e-07,1.7474997503122e-08,1.51129035161254e-08,1.67628882235486e-15,4.05357967562183e-08,-1.56365710117558e-15,2.39412735156384e-08,3.34670653395192e-09,-1.03638072648139e-10,8.1809914462921e-09,4.93822556820889,-24.7524643845794,2.18986744769791,-11.2404368298525,2.45705396280715,-10.006570976966,-0.734071725515757,-1.51136391849172,2.83467654681954,-5.13829120669076,-1.82423950720454,7.51589367817982
"delta_temp_impneighbor_40_59_suburban",0.0862508135068339,-0.106966522506305,0.359154638360787,-12.0170604688668,5.50716565833925,-0.294972094282071,0.0674290630047578,-0.2949720899296,0.0674290718430859,-1.13344090601399,0.450526639215198,-1.39188566580702,0.810173275206855,-1.94307266725838,0.860355722173781,-1.6372990610881,0.867321181733525,-6.68908789362189,3.05323858041612,2.46672072163559e-18,-1.86713878912416e-15,-0.59082541014167,0.198080132929044,-0.329819574923081,0.109281839202333,-3.37763522781069,1.46097875457622,-5.73416356853982,2.83926908756675,-1.39550513774643,0.480348519164709,-5.14573622445473,2.29227927365479,-4.25913078625485e-15,-1.66937354377961e-15,-12.0170604482694,5.50716564117875,-4.9723534064718e-09,-1.21537468021342e-14,-1.20835141742226e-08,-2.581891482166e-08,-6.70615841913377e-10,3.46076238246336e-09,-12.0170604620074,5.50716562073928,2.49410970743604e-08,-9.40801539437124e-16,-2.95724861009381e-10,-1.3819424021379e-09,7.32983781500558e-10,-1.12326009222382e-08,5.71093555067432e-09,-9.87418448928507e-09,-1.93204726218759e-08,-1.09906491777553e-08,-8.66813437406696,3.97516318582221,-1.96696782532165,0.857507869599288,-4.69834786027881,2.30330826141853,-3.51373915589487,1.13982064451682,-1.16104943832388,1.12649772298664,0.935846964877505,-0.675761138649737
"delta_home_impneighbor_40_59_suburban",0.203131434204233,0.0497219579150377,-1.3236788841003,5.50716564385116,-19.7423087919998,0.067429033634994,-0.390550912551378,0.0674290623425421,-0.390550861191622,0.450526143298228,-1.39251551551005,0.810173238638507,-3.1185512437969,0.86035540920637,-2.82775699019774,0.867321039373324,-2.94289166775662,3.05323853282391,-9.52200316117236,5.45906058796782e-18,-1.18346611630719,0.198080013465009,-2.19870597328757,0.109281578066455,-0.351712577194173,1.46097877275178,-5.72154073512681,2.83926901054857,-9.97392178894025,0.480348563604248,-1.41017930558677,2.2922791261122,-8.60928761559079,-3.96776426222796e-08,-1.09740794616953e-14,5.50716531561127,-19.7423086641636,-1.90749981544926e-08,-3.69054923801222e-14,-4.62360100065543e-08,-4.31410390939781e-15,-2.56933101309462e-09,-1.61635975784015e-07,5.50716562073928,-19.7423084030398,-1.22481333851245e-10,-1.97526816259506e-07,-1.13300975767516e-09,8.24846130190837e-11,-1.01228991066515e-15,-4.30354224126877e-08,4.53564716138778e-16,-7.56618549969513e-08,-7.40224599542035e-08,-4.21084334753466e-08,3.97516316824547,-15.3832244820645,0.857507856071294,-2.60609258055325,2.30330823419482,-7.74383470088163,1.13981911904144,-3.76784821890011,1.12649771753958,-2.10277200444358,-0.67576138263435,1.87823691391688
"delta_temp_impneighbor_60plus_suburban",0.0299365350605189,-0.0920175732210645,1.00336777811333,-17.6871950071765,11.8328183283147,-0.495862272444874,0.379244824970383,-0.941479340862018,0.692194925345527,-2.24292271081529,1.45464119035339,-1.97837467651951,1.44450007455692,-4.03623200587683,2.62145051771738,-2.41031841921596,1.79780608041691,-8.14475920603633,5.44888083147759,-9.76841950961758e-18,1.47328139162568e-08,-1.13223777717717,0.623334785336938,-0.885813715272298,0.630261722284873,-6.28636394860883,4.44465910962902,-6.44862512462739,4.46688492308092,-2.59798095482421,1.71990088333258,-7.81656368061277,5.27923577428078,2.38095471847133e-08,6.32460564658897e-08,1.39070774856597e-06,3.01409071207474e-08,-17.6871950027613,11.8328183051966,-1.19872370208265e-13,6.93263004089827e-08,4.05718364471505e-08,1.13279769274252e-07,2.49410970743604e-08,-1.22481333851245e-10,-17.6871951280121,11.8328183324831,8.94598493211588e-09,3.83757609426482e-08,4.61660418247385e-08,-3.572953148837e-11,2.83256523288935e-08,-9.46843433402246e-14,4.79444154027858e-08,3.21481192415968e-08,-12.7081191739849,8.78179640769941,-3.73035720689469,2.46605440553647,-3.53132920434896,2.39381474204219,4.92487718501689,-4.43004255544495,-8.28996220105156,6.76382036435173,4.21755821409798,-3.18241679715231
"delta_home_impneighbor_60plus_suburban",0.172930285446362,0.0609147887265218,-3.04299794257216,11.8328182890988,-36.2432845108068,0.379244794462863,-1.1945986682334,0.692195059105131,-2.10872537073197,1.45464121872552,-3.60885382717625,1.44450006434388,-5.16196138200839,2.62145179164077,-7.01939561921579,1.79780598736738,-4.79144678410042,5.44888073733423,-15.0752026780154,-1.15302018259083e-17,-0.852328844555169,0.623334741070252,-3.22058884086127,0.630261955813229,-2.19961913105261,4.4446591902363,-11.7967134903903,4.46688495892635,-15.5853297128404,1.71990073449644,-4.18546756138807,5.27923556383184,-16.1136542520467,-2.94354815238866e-14,6.53265804385419e-08,1.43737954826743e-06,-7.99842695895253e-11,11.8328182729136,-36.243284564374,-1.27612095609504e-14,1.08643009415325e-08,4.19334956946267e-08,1.7474997503122e-08,-9.40801539437124e-16,-1.97526816259506e-07,11.8328183324831,-36.2432846439859,1.84924555070101e-08,-4.8225886288475e-16,4.95366603103364e-08,2.16200576274172e-13,2.92950283661578e-08,-5.07157187007044e-08,-1.26653530989109e-10,4.95930309323767e-09,8.78179644157903,-26.2971430562423,2.46605432763807,-8.38033968342668,2.39381472746255,-6.13274090902879,-4.43004283598739,10.0854717707474,6.763820335521,-14.3712610989544,-3.18241736993407,7.08388040603799
"delta_temp_impneighbor_20minus_town",0.0499440383304163,-0.148268003016593,0.2388763629467,-7.91821758251865,4.01235819214708,-0.30653712228569,0.109060276408962,-0.306537102909935,0.109060278361638,-0.474222415639513,0.231155058792652,6.09794880225594e-12,-3.86889625022854e-15,-0.953133088711449,0.373515669840302,-1.81659071987435,1.13157528045302,-4.65759411532694,2.51989993909256,-1.38719712146621e-17,1.95733326325507e-09,-0.470748312393947,0.330383447705151,-0.717829893809037,0.270655168840958,-2.19670557466375,1.22430807088769,-1.56270732134383,0.964114655596248,-3.97742923799792,2.06163910386235,-1.01655266185397,0.483390700236153,3.15952074052938e-09,4.19905464491273e-09,1.00507253871764e-07,-5.57781447563923e-12,2.28599774278788e-12,1.59904813144938e-09,-2.51850733841565e-15,1.18654996478217e-11,2.69162806684944e-09,1.51129035161254e-08,-2.95724861009381e-10,-1.13300975767516e-09,8.94598493211588e-09,1.84924555070101e-08,-7.91821758303157,4.01235817204562,3.20499891216764e-09,-5.14936820418399e-12,2.04579806280003e-09,-2.90531787015211e-10,-5.68420841192242e-10,-5.47327510618195e-12,-4.95725967068442,2.92150897808954,-1.47122316085877,0.69024777943345,-3.22987658512274,1.61725488145369,-2.91263655640329,0.352413397201118,4.12987514403054,-1.01691953379711,-1.4332964673986,0.0780565179016653
"delta_home_impneighbor_20minus_town",0.0529134706660543,0.0636391876469711,-0.566540113920195,4.01235816166311,-9.13290306342738,0.109060282852808,-0.401737943665034,0.109060287102805,-0.401737934240151,0.231155021504955,-0.409582122697999,-1.79045147503829e-09,5.61245295074221e-11,0.373515943197944,-0.703698071327457,1.13157525052737,-2.39352633399059,2.51989991468291,-5.62360183347228,2.90680232900645e-18,-0.237623666652499,0.330383406007192,-0.729377833497819,0.270655206001065,-0.756090313508227,1.22430810173168,-2.46239635391298,0.964114666551015,-2.17554750185223,2.0616390671032,-4.75513837736644,0.483390652623454,-1.277096031487,-1.29697715991913e-09,-1.72377797125329e-09,-1.78285837441139e-12,-1.69833417807041e-09,-6.73899100087519e-10,9.51200474206332e-12,2.58791208029571e-11,-3.49456771746433e-09,-1.12400871588125e-09,1.67628882235486e-15,-1.3819424021379e-09,8.24846130190837e-11,3.83757609426482e-08,-4.8225886288475e-16,4.01235817204562,-9.13290298886186,-3.92522737980256e-16,-3.6110364894106e-16,2.30607469280781e-16,-1.35773829125657e-09,4.85153974283521e-16,1.74343330991049e-15,2.92150897651891,-6.47035008761313,0.690247773235974,-1.29469319865044,1.61725488939866,-3.68731381798051,0.352413147807195,-0.913947484444674,-1.01691951928468,2.67178410763072,0.0780565920814524,-0.320198576603996
