"gamma_prim","gamma_temp","gamma_home","delta_temp","delta_home","delta_temp_agk_18_29_woman","delta_home_agk_18_29_woman","delta_temp_agk_18_29","delta_home_agk_18_29","delta_temp_agk_30_44_woman_kids","delta_home_agk_30_44_woman_kids","delta_temp_agk_30_44_woman_nokids","delta_home_agk_30_44_woman_nokids","delta_temp_agk_30_44_kids","delta_home_agk_30_44_kids","delta_temp_agk_45_64_woman","delta_home_agk_45_64_woman","delta_temp_agk_45_64","delta_home_agk_45_64","delta_temp_agk_65plus_woman","delta_home_agk_65plus_woman","delta_temp_agk_65plus","delta_home_agk_65plus","delta_temp_income_50minus","delta_home_income_50minus","delta_temp_income_100_149","delta_home_income_100_149","delta_temp_income_150plus","delta_home_income_150plus","delta_temp_education_highschool","delta_home_education_highschool","delta_temp_education_graduate","delta_home_education_graduate","delta_temp_impgender_20_39","delta_home_impgender_20_39","delta_temp_impgender_40_59","delta_home_impgender_40_59","delta_temp_impgender_60plus","delta_home_impgender_60plus","delta_temp_impgender_20_39_woman","delta_home_impgender_20_39_woman","delta_temp_impgender_40_59_woman","delta_home_impgender_40_59_woman","delta_temp_impgender_60plus_woman","delta_home_impgender_60plus_woman","delta_temp_jobtype12_professional","delta_home_jobtype12_professional","delta_temp_jobtype12_administrative","delta_home_jobtype12_administrative","delta_temp_commute_noncar","delta_home_commute_noncar","delta_temp_neighborhood_suburban","delta_home_neighborhood_suburban","delta_temp_neighborhood_town_rural","delta_home_neighborhood_town_rural","delta_temp_homeownership_nonown","delta_home_homeownership_nonown","delta_temp_factor_score_1","delta_home_factor_score_1","delta_temp_factor_score_2","delta_home_factor_score_2","delta_temp_factor_score_3","delta_home_factor_score_3","logLike"
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4750.59083330349
1.09368635037161,1.08927841876841,1.07782722380612,-0.0220747425708388,0.0285674510816191,-0.0187013440784189,0.063142034498901,-0.0155545950101972,0.0375632049341769,-0.0192683048822359,0.0202116104003415,-0.0218773331901254,0.0400521844894149,-0.0186195299129097,0.0161591609922467,-0.0221756718198135,0.0418076756240164,-0.0217847742037295,0.0236879127163928,-0.0297891508272788,0.0611032305826502,-0.0267207161161686,0.0250117411315104,-0.00343900750584961,0.00039302687880274,-0.0189813724363385,0.0406597156528963,-0.0262871722438591,0.0402628860256134,0.0170986949644146,0.00711460608595106,-0.0246508710489422,0.0376143565442808,-0.0224031236799803,0.0139114795708726,-0.0277938603171801,0.0335723975117111,-0.0147773944902208,0.0442226787555123,-0.0201362847759945,0.0365517418849363,-0.025458004770295,0.0287807638851964,-0.0147176328273712,0.060293895276046,-0.023412263070599,0.0399935878080682,-0.0263347714071019,0.0307200994362335,-0.0134573735405977,0.0314992942784685,-0.0237364774824915,0.0365157035462378,-0.0217801694084424,0.0200139052719407,-0.0182950282830545,0.0299973287808932,-0.00452459828818831,0.028905480692138,-0.000923665071930389,-0.0209298021395364,0.00580228051674499,0.00180311049197158,-4530.7220803624
1.81301489415564,1.59060092299828,1.39059536792459,-0.0318296981090775,0.0634301740678752,-0.0452919468274885,0.294249303298945,-0.0308623277614171,-0.136436865331191,-0.081052784626647,-0.0794336556349287,-0.0902806763656254,-0.0291723920877349,-0.0077617852845379,0.0271645861031002,-0.0490299004041112,0.0471249438394843,-0.0419365695496509,-0.0137720154777583,-0.0282875258719852,0.290540574880303,-0.0394370244152837,-0.00164106553861036,-0.0135431295503713,-0.0590955612868097,0.0296937300794423,0.146551035973975,-0.0162152330076714,0.133185467451921,0.151120292995781,0.137839848221152,-0.046294786210263,0.0613223417201511,-0.0433712951538073,-0.0214730516503234,-0.0997041907949292,-0.0604006407371395,0.0192873718793367,0.138560040202369,-0.0132258431683614,0.00821710685937153,-0.126879627595555,-0.230498656870422,0.0478085840733776,0.207728979657062,-0.0424566621077197,0.104604187334386,-0.0734681495503555,0.0784447382142374,0.0545294835190051,0.143481284631506,-0.0112958064371588,0.0593640578303264,-0.0391172085689179,-0.0271933789008172,-0.00566500111924517,0.0760251875621178,0.016884808302655,0.110118142418768,-0.0488169794411284,-0.093912579403406,0.0268626183397428,0.0414955144777161,-4193.13733527721
2.53663462281499,3.7794481564243,2.17654419947689,-0.205092179475524,0.100981906924769,-0.130585727445288,0.885112517472293,-0.0547801524296462,-0.287593878085532,-0.246524801213908,-0.310159479002015,-0.214349774308499,0.0217503537246841,-0.0909186296445788,-0.083312454773247,-0.144298070530377,0.0899768394583842,-0.165867000249979,-0.0982726185387952,-0.290081074705055,0.493025692240386,-0.204826140454784,-0.185774875742088,0.0235157301486734,-0.311994472875641,0.0365872130242666,0.416153720117628,-0.162725135055898,0.285924875354243,0.523816283160353,0.44680365311534,-0.202100666230555,0.0442126121366966,-0.214200110371991,-0.237907558771052,-0.336812264501546,-0.231422519246253,0.0896964675339236,0.427311354670922,0.0243641347398348,0.153029156321913,-0.345252862913361,-0.670818361560441,0.127879088169915,0.645729990640102,-0.203169318838537,0.334558341510232,-0.360204981474289,0.152639003457939,0.189313828827116,0.439984193604882,-0.142468434090469,0.129178216590033,-0.201049699106739,-0.118323659862382,-0.0315929589047345,0.208506708952435,0.0995946872696136,0.420218259113042,-0.181988771709493,-0.347257412605024,0.0984923962954368,0.172463562547294,-3602.37654378055
4.44522627410941,7.74540801665857,2.54423847723344,-0.274810370106744,0.191426354780932,-0.155065831938496,0.657270342249792,-0.0969716262522294,-0.532083824870214,-0.355902972022617,-0.415457244412852,-0.32052451377185,0.146650464185642,-0.0596609851010932,-0.171674998222004,-0.326031633151953,0.0623159605699216,-0.119961592144824,-0.201019783459641,-1.30258004593723,-0.89861103318842,-0.179630589800369,-0.190642958548377,0.0885824909087951,-0.130011099630881,0.0781584021643275,0.535601949100346,-0.331661780111108,0.433406905793989,0.994019310788906,0.522769322786026,-0.336298567977902,-0.15946216084617,-0.502960965916244,-0.579455101097879,-0.552045997442456,-0.17003827081134,0.15460256627078,0.44332884148719,0.16042865199349,0.45386656197345,-0.474624145105604,-0.502542032705603,0.417532966782032,-0.10735103809911,-0.411910830754275,0.403834368024674,-0.669839976076415,0.138916645955868,0.329422501563803,0.560915084850618,-0.295201487001847,0.166501872589042,-0.416545440364722,-0.111729102867363,0.0732491391969766,0.278000668535578,0.146303011860909,0.535130666836705,-0.244042816289871,-0.488416191830542,0.22558929092516,0.312753115180773,-3383.41104539287
6.66781072545363,7.65916657529856,2.8776527380051,-0.0412936334600267,1.07431932753572,-0.625516938244062,0.844853105020671,0.139473940046646,-1.05913963347659,-0.531032872737898,-0.155972021380224,-0.57204005110118,-0.343892220621097,0.227301415760796,-0.798048562127531,-0.868729540779304,-0.0809954759435368,0.370744567011072,-0.555346869948659,-2.1655710461694,0.996121269340134,0.11595258975258,-0.56821921029932,0.387230053095553,-0.131890372127028,-0.00800937185026587,0.385310787866369,-0.579248625961226,0.492073374859126,1.14753669224051,0.754326061798136,-0.0753983810896959,-0.295838199986537,-0.872887661128813,-0.848637537525348,-1.10434117232261,-0.305807988184755,0.0583882469125348,0.103252297738069,0.657198677242515,0.782151560552172,0.22084995317467,-0.0145228774695098,0.674018786387308,0.485986510120525,-0.812947049579301,0.306136943048565,-1.0940903548743,0.0759580841701657,0.340600023797758,0.473647344399119,-0.506544766525112,-0.153182168443644,-0.621401611327134,-0.254151161831536,0.238164968774666,0.0892303776068132,0.230460647135439,0.621360155383153,-0.0299403002517596,-0.279465623827479,0.308998660515675,0.305099325675952,-3343.23175085634
6.19830171581991,12.2684098046009,2.49338575188617,0.138211988170491,0.79743234124889,-0.425541016102928,0.858697888859527,-0.0289979684519807,-1.36992416629964,-0.552169736277906,-0.17279007050076,-0.448110160714782,-0.385021496869596,0.29350932627177,-0.737823555572988,-0.656936589917037,-0.140143749545363,0.357388637145291,-0.430272194430579,-4.47762277112385,0.670249164513503,0.193076472838598,-0.427577091160461,0.561308646623414,-0.0572259153625258,-0.0382178439951785,0.410139426763876,-0.431648017789805,0.360033668576103,1.02517620117274,0.727112305148681,0.00877618507424709,-0.191560038642125,-0.618420586466113,-0.507063960581182,-0.826441142676091,-0.327081894304963,0.158129515036314,-0.0381234642921293,0.524322512118706,0.481799481622281,0.389854569876918,0.0214472679697049,0.353365493621224,0.443227443777198,-0.920014423624387,0.270572095226568,-1.14915612553567,0.0642406093634594,0.160105094162757,0.392702557952119,-0.692554618265989,-0.0152564764715344,-0.798028747816147,-0.0952803751838845,0.189145298101639,0.171769043023538,0.153164703987355,0.509298085191959,0.0392072736430478,-0.193663144761485,0.232316866382739,0.210287367922127,-3335.020662652
6.77861677869521,9.15795083888795,2.87223112718592,0.219979042468399,0.779476884926961,-0.559303171184704,0.939726773055726,0.0608752269374633,-1.15321756728725,-0.687667684853358,-0.262721961875502,-0.505574672760988,-0.426885413277001,0.471649046893609,-0.604830657845951,-0.808387306503124,-0.138428115800788,0.479148964806197,-0.468231785149864,-6.2364797944437,-0.670315731708814,0.241496799747512,-0.429668806834553,0.624550545052566,-0.130803186917888,-0.0730788405181394,0.464674054524615,-0.454371150022135,0.341539443348062,1.04919395766573,0.656701043458897,0.0716537505049286,-0.233854999142214,-0.761393723469463,-0.586195189573161,-1.08544237598536,-0.461472251710568,0.0549455644655763,-0.12451871657071,0.74246326929468,0.544000985913593,0.462487067011449,-0.0354799331139405,0.361565806163396,0.642325644678694,-1.03246541113954,0.34336395335132,-1.33854893567577,0.0904823893674151,0.195762576697795,0.446351048121836,-0.788210273649263,0.0427135692135428,-0.902610101879518,-0.139042040311136,0.274277843968258,0.170200832674447,0.205018128929008,0.524730359627772,0.0486406890974884,-0.23401590150257,0.273747216145169,0.233579477950579,-3328.16593814236
6.96496662729119,10.3372141231829,2.77262884232433,-0.0345284585527865,0.797335539063012,-0.557573727425501,0.59399712781282,0.0667517204570534,-0.909900160961275,-0.631799497946713,-0.334950846694057,-0.50669195231107,-0.418370521014005,0.453966918386567,-0.571865797865049,-0.80517630239373,-0.110218782076182,0.451989461416756,-0.507581687781065,-4.17569872030973,-0.0963672216014647,0.207441255338276,-0.49038776849183,0.644689765776398,-0.115026368206058,-0.0267906352014819,0.359992240748809,-0.460414153715183,0.436748012270261,1.05637812640276,0.610612087018031,0.00679295593301379,-0.259230986827187,-0.86520771706188,-0.692214263108472,-1.10270627310803,-0.419461019865552,0.00663091535505634,-0.0108606653607913,0.740072271988653,0.630995208790495,0.403787151171761,0.190885859474006,0.344930059039031,0.380702280891878,-0.885760263148379,0.384075084985614,-1.1964312197428,0.186470638591603,0.242084469582892,0.475357494116732,-0.595368592526981,-0.00347489524155205,-0.676416495518897,-0.114190667783734,0.313747366904819,0.101354915308779,0.198296662548362,0.523072252589395,0.0141042627706855,-0.270391247402405,0.288324548951912,0.247597629885492,-3320.27555695499
7.37634801625845,10.7225384914586,2.76811941921512,0.0153730457860454,0.844234950119088,-0.625309842263005,0.755052284095017,0.07354440287738,-1.0479394099528,-0.684304925094853,-0.446104645633185,-0.558504813026046,-0.399761292016143,0.442849617831502,-0.503588771623542,-0.841405582971189,-0.138855487293212,0.434034925460328,-0.460121011141487,-3.19598848384082,0.112462846864488,0.19103814713162,-0.391816550032695,0.610058397951734,-0.103835514761752,-0.0408066031550669,0.423830893791183,-0.473990441803898,0.437001396113302,1.0505204634863,0.796635886726553,0.0192399452323248,-0.188609283389991,-0.855714474795754,-0.69936855445108,-1.13472174096414,-0.448158688286997,-0.0604978645487967,-0.0939352061735872,0.753038192563595,0.702553678637462,0.33992885849117,0.048995418895194,0.417535023514632,0.277644622367539,-0.882351155510538,0.35362469649903,-1.18027833729582,0.139912560277407,0.240099968167275,0.442155379382038,-0.581249771102765,-0.00649603437235817,-0.64169045476642,-0.126424192875911,0.290660468978398,0.108101015219687,0.183973005227255,0.547667200012229,0.0014059839972362,-0.244789634755491,0.291808023039824,0.259234050735223,-3318.59362963821
7.63766504590365,10.9997887598059,2.69372210985998,0.0625629506490091,0.945459278407021,-0.607798225538317,0.581537570682096,0.0691462790684369,-0.924013070309721,-0.705221042921717,-0.469354681717679,-0.590689755521151,-0.454401518541761,0.44228913050791,-0.492442155138238,-0.847435564307601,-0.135875598371369,0.413471526555874,-0.464382688046313,-3.04638329325614,-0.0202798208724291,0.154259076098582,-0.391536405670332,0.58815952500182,-0.143770980629848,-0.0509375133155123,0.377785212623098,-0.465735843833881,0.448958447500408,1.033344732366,0.724338462255199,0.0429644461695357,-0.164148795615538,-0.873704117007918,-0.714449265056973,-1.13030719518879,-0.463174779449491,-0.0737020787299407,-0.105438640737039,0.782603443180584,0.73593864092776,0.35543184139014,0.126961078441134,0.355081336487606,0.370313388961791,-0.876097629817402,0.312579546661653,-1.17307021224177,0.115238783886695,0.246674030984681,0.430079543494427,-0.586454294152783,-0.0337172709203607,-0.636851049589417,-0.135106638208352,0.280613966074252,0.105657327049221,0.182717313250404,0.550022612119859,0.00163858630948549,-0.239840730344442,0.291645801075031,0.254793361126707,-3317.48617542265
8.11649654987934,11.2936211567715,2.72303296021401,0.146076955813539,0.982583889568522,-0.628767759309635,0.539985516183546,0.0870755456899145,-0.852188797725342,-0.736593096666555,-0.463455828942916,-0.596090707869449,-0.438851980290558,0.463072957585173,-0.473749955799103,-0.848363743194881,-0.1348052771187,0.40109916937104,-0.484070848637311,-3.12241402608635,-0.189878149257859,0.133988289058977,-0.403763268924216,0.58281240502638,-0.159987642079424,-0.0677974128607263,0.37404715929093,-0.458230792276577,0.460374545399938,0.987372425232581,0.653452885567642,0.0509201366690783,-0.18620482688428,-0.890769378671642,-0.701636746953749,-1.15183072977397,-0.459038712521092,-0.0941665969461573,-0.0997219738122237,0.798396719924336,0.702316355681802,0.404083850109146,0.160959006322581,0.312727687682581,0.331387431187591,-0.892901320077614,0.309456701921212,-1.20047758539796,0.120536500342396,0.246597683175967,0.44255570407734,-0.595252831957632,-0.0233998498334766,-0.63798147280763,-0.118161702461964,0.272164415327607,0.100195584506474,0.186106822292915,0.534648334181709,0.00195010985813885,-0.258047107606118,0.292698730876807,0.249908079772579,-3316.43338184479
