"gamma_prim","gamma_temp","gamma_home","delta_temp","delta_home","delta_temp_age_18_29","delta_home_age_18_29","delta_temp_age_45_64","delta_home_age_45_64","delta_temp_age_65plus","delta_home_age_65plus","delta_temp_gender_women","delta_home_gender_women","delta_temp_kids_kids","delta_home_kids_kids","delta_temp_genderkids_women_kids","delta_home_genderkids_women_kids","delta_temp_income_50minus","delta_home_income_50minus","delta_temp_income_100_149","delta_home_income_100_149","delta_temp_income_150plus","delta_home_income_150plus","delta_temp_education_highschool","delta_home_education_highschool","delta_temp_education_graduate","delta_home_education_graduate","delta_temp_impedance_20_39","delta_home_impedance_20_39","delta_temp_impedance_40_59","delta_home_impedance_40_59","delta_temp_impedance_60plus","delta_home_impedance_60plus","delta_temp_neighborhood_suburban","delta_home_neighborhood_suburban","delta_temp_neighborhood_town","delta_home_neighborhood_town","delta_temp_impneighbor_20_39_suburban","delta_home_impneighbor_20_39_suburban","delta_temp_impneighbor_40_59_suburban","delta_home_impneighbor_40_59_suburban","delta_temp_impneighbor_60plus_suburban","delta_home_impneighbor_60plus_suburban","delta_temp_impneighbor_20_39_town","delta_home_impneighbor_20_39_town","delta_temp_impneighbor_40_59_town","delta_home_impneighbor_40_59_town","delta_temp_impneighbor_60plus_town","delta_home_impneighbor_60plus_town","delta_temp_jobtype12_professional","delta_home_jobtype12_professional","delta_temp_jobtype12_administrative","delta_home_jobtype12_administrative","delta_temp_homeownership_nonown","delta_home_homeownership_nonown","delta_temp_factor_score_1","delta_home_factor_score_1","delta_temp_factor_score_2","delta_home_factor_score_2","delta_temp_factor_score_3","delta_home_factor_score_3","logLike"
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3793.93865160639
1.21806424171925,1.25700402638855,1.14554782861117,-0.0606340746504041,0.0251478474942174,-0.054160187599723,0.00940355191702809,-0.054460341322987,0.0424763560889392,-0.100686309265742,0.0335065059603906,-0.056838767500338,0.0334473948963719,-0.0452280731964079,-0.0186128832396837,-0.0377799731135663,-0.00874800443568743,-0.055448579404125,0.00573246060479387,-0.0520880213124982,0.0328465268906862,-0.060316612849705,0.0491337852843115,-0.0385636607567398,-0.0240388647548719,-0.0554227522373657,0.00895569577884026,-0.055838599553369,-0.0557226666839532,-0.0474493349372519,0.00114618088751656,-0.0541567869604311,0.0812918884937193,-0.0613746252843865,0.0403846475900692,-0.0382229127559466,0.0198267533758692,-0.054137945652378,-0.0260682905067796,-0.0339751152382173,0.00637572819055384,-0.0425932381643937,0.0685074054295896,-0.0745772771466224,-0.0673649090325866,-0.0389267297786001,-0.0430575847285327,-0.0272516633401357,0.0661674828909075,-0.0590546621170291,0.0425682494126279,-0.0799005005087955,0.0348100445584919,-0.0545566746216534,0.0173121468237026,-0.0108296843266062,-0.0662089778659923,0.0144059450801852,0.069298985822072,0.002942605591822,-0.0226852639265256,-3343.98202846222
2.29746514184568,2.79372640246966,1.70382881888302,-0.172826211879247,0.0488088193477965,-0.103485972723383,-0.00372598496591015,-0.0499053211011741,0.0546218210664845,-0.356865094638956,-0.0207342538766313,-0.157377170233957,0.0949091897482058,-0.0920907583835998,-0.142169283413698,0.0348286371361966,-0.0282402974300126,-0.105341187285236,0.0413136633560407,-0.0344143578983566,0.117958246712208,-0.147735486578201,0.164756986440537,0.00603702854725653,-0.114718132597955,-0.145797757052928,-0.124531512694133,-0.146021237422735,-0.257423200210612,-0.230023867965421,-0.10056468347365,-0.0706162183341975,0.297240265412826,-0.142443354488174,0.120461895986615,0.028567531111114,0.0971672069474126,-0.129679667064107,-0.0832219431832348,0.0193898906714288,0.038387236257653,0.0687346623658133,0.0736202033494985,-0.3323190634696,-0.101170083960317,-0.182771355570888,-0.112751698523985,0.239094855086147,0.148321590536871,-0.194483885011739,0.189574122671426,-0.273570924671392,0.148266851545162,-0.0155632882523927,0.0160469014668605,-0.0480935016948071,-0.1561493743551,0.0384407698766618,0.195915081842391,0.0387566620474814,-0.00409466232449826,-2841.184870076
2.36593651983056,2.22847610992305,1.97333255971993,-0.304699441810382,0.0379605729401083,-0.20935190817166,-0.0788246129765684,-0.155905433755419,0.127020360250383,-0.832714312353975,-0.0231931811449995,-0.297172170704187,0.105465868215197,-0.13339760235335,-0.249198614064255,0.0327432115575477,-0.0535623854833074,-0.126896245728503,0.0394412777679938,-0.105423764629926,0.144020179911092,-0.3418303554578,0.236805984255751,0.0585695508363817,-0.185463491068062,-0.282565584570931,-0.176316133701053,-0.254652977050638,-0.447620837336039,-0.370201364210764,-0.260316842042658,-0.171441281968759,0.518891550103264,-0.327489866660513,0.136112547934246,-0.010468259599876,0.076703067087178,-0.309437629592206,-0.222867609150366,0.0564843989430392,-0.170938348268145,-0.00192088896897336,0.242120028620954,-0.790528374070754,-0.396895965167376,-0.432861125565995,-0.356769163525861,0.198594136547865,0.342216883168133,-0.343518647948392,0.256154292184733,-0.533148525884219,0.181263906929647,-0.0464251864470951,-0.0060917528528236,-0.0824006971321739,-0.370570375424811,0.13630892080202,0.404957721701903,0.0711942100403281,-0.0651337980080631,-2675.19801714481
2.96200849061703,4.17534185549106,1.77319864901851,-0.357981614038411,-0.0022707623029429,-0.303021290323712,-0.147081868092742,-0.0924883934080588,0.14570351192999,-0.898795626840417,-0.130306628835168,-0.344427923326328,0.0522977289970636,-0.0847414993407876,-0.442440611752057,0.150051137751647,0.0207378299487841,-0.214178767759096,0.137832339628069,-0.000338268883094156,0.237257778714114,-0.235730316165224,0.308152284367193,0.0861988110614043,-0.178383937882222,-0.209295781959527,-0.250438996176175,-0.291653209553901,-0.606480857041863,-0.658606948860837,-0.42301530032063,0.0293477089126176,0.681042061780754,-0.324073894489682,0.135252807304628,0.0786759980257284,0.155978366226428,-0.258788628567578,-0.16604305212457,0.19410408137101,-0.105539570212352,0.0812588857938057,0.217249345281827,-1.06593457584569,-0.269218427379679,-0.604944291696608,-0.508455692497731,0.631978027156017,0.545817409467305,-0.399082868913904,0.371465266968942,-0.622218530228394,0.265491688907986,0.0707957748860639,0.0103673297171341,-0.203392456685129,-0.451606803778022,0.262877986449558,0.579297739478723,0.031679706486308,-0.0094153725553909,-2622.97941744702
3.39027429946053,4.34988263949584,1.68747440586044,-0.516206944671897,-0.23345565259245,-0.290128534385061,-0.203416997521647,0.0167157263537915,0.133204756940659,-0.92011531893048,-0.21137108177059,-0.454701160090109,-0.0428986480469051,-0.171518518584842,-0.573898541696275,0.348047104827088,0.241733410512783,-0.250968417427323,0.209606316528947,0.160603328679955,0.388355370039674,-0.0886401786613143,0.486404798680866,0.302744374157625,-0.152479838540932,-0.0856181789510976,-0.228111487846419,-0.238927919575023,-0.612291456816067,-0.840865913099839,-0.500362492244716,0.115967114016629,0.819543060458498,-0.451118799640495,0.0910264564108467,0.1059665318365,0.0901063991840884,-0.119550118038556,0.00724185350352272,0.591588608557478,0.049331004531296,0.277442438063445,0.0912481246595215,-1.07847942384853,-0.177034714936582,-0.279475188594967,-0.1060396251472,0.632957118035834,0.571984699146194,-0.338046320689877,0.672654471535989,-0.623444837602735,0.517279864096446,0.211975679257852,0.0463860535085725,-0.17885630027221,-0.429067102192413,0.39828884616958,0.68388593640261,0.0881944058032387,0.0147724111496685,-2610.65291065009
3.22097517226798,4.2858934555431,1.77615597256925,-0.875395036803311,-0.612756274873618,-0.187798706286536,-0.158883114532244,0.0944114785182039,0.175255059684384,-0.806590545345558,-0.151727796658573,-0.372315543156303,-0.0445475673653151,-0.174466552308093,-0.574531877033683,0.33980406914274,0.267041172003301,-0.229282073971622,0.206507596299089,0.23485575962573,0.446805091993162,-0.0758897016419859,0.521388442144067,0.379276048125006,-0.0840501107619769,-0.107465095904071,-0.241455630179707,-0.164675126603567,-0.552602085151877,-0.798326520697311,-0.460490743034114,0.129892381383927,0.879568973803937,-0.486217604155134,0.0903142170715826,0.206444246973742,0.0880517797774573,-0.136335464697558,-0.0811828616987863,0.717573627953205,0.0461284399319003,0.388913420871054,0.050632826424327,-1.32705351772758,-0.292252860160336,-0.58067445611271,-0.538438634542764,0.522922257679535,0.558655760260853,-0.171540930446459,0.913102150776043,-0.518702668819748,0.735010413305804,0.238273144904614,0.0775435681114816,-0.135969759903988,-0.410051175540308,0.4296607605093,0.691412168678849,0.131741957997266,0.0124295283244115,-2608.2863982094
3.26853512443619,4.38224408965354,1.75514477234964,-1.15064809333646,-0.884355689752802,-0.122179679706228,-0.12465046312002,0.15676560322557,0.225415369752641,-0.775128895499321,-0.107039076172827,-0.348278571345788,-0.0344905243096695,-0.152931267705979,-0.55663939614751,0.313368170234216,0.275058472922088,-0.212668544217617,0.20734893706057,0.277197022310748,0.47920237936732,-0.0199799293585799,0.5407309291459,0.435732724469807,-0.0426631941880756,-0.0804672039806781,-0.23901024344275,-0.109548884219357,-0.507199036527532,-0.749960443855341,-0.408111709256474,0.204582147090125,0.956339837891986,-0.435864399501924,0.137801558171092,0.312660596107745,0.129815917047962,-0.160798884504193,-0.117898698185473,0.692239696011677,0.0148949795587072,0.323238950655938,-0.0182373231085127,-1.43269930843353,-0.330007986802737,-0.482243876878563,-0.107087505442605,0.412966062842537,0.522292906949478,-0.0885213741572759,1.06964768883473,-0.437666972235593,0.869759293701949,0.286510341147016,0.0953498089427186,-0.135551793575433,-0.404102907250023,0.432722350980072,0.690742324742563,0.137605755294565,0.0137529117816142,-2607.60812543183
3.31144392323771,4.33301909668698,1.73255283789199,-1.11805419575239,-0.879546619250064,-0.133177165483974,-0.135636266237766,0.156640609074325,0.217386045606742,-0.798889317212262,-0.118689099663173,-0.376256667937888,-0.0398296707648277,-0.161814150390087,-0.568225427781939,0.326673575454842,0.286396586675914,-0.205314762080584,0.203149796777156,0.262749983693053,0.471860099024515,-0.00462950631470172,0.545085881496754,0.433306917825911,-0.0424841602956598,-0.064231829892386,-0.227202965018951,-0.128567283882264,-0.514102021581921,-0.754558817385387,-0.408319926021917,0.219981134702253,0.960683743453185,-0.431845576066968,0.145866071570266,0.312605514274381,0.128731203155823,-0.133958255309826,-0.0896374478290262,0.670430523751788,0.0197522279402349,0.279571374714223,-0.0249907534250026,-1.38629693328372,-0.292992288869657,-0.542960413064248,-0.314344973282433,0.404371730459773,0.539142100316721,-0.106770446264531,1.07673972437357,-0.44506649677336,0.881160357332623,0.292918607958987,0.0945186402653869,-0.145337073544314,-0.405076397886817,0.433255892206827,0.693899669046213,0.131351852675434,0.0134312580322766,-2607.4588735691
3.2739031235747,4.39082425847035,1.75235390338218,-1.10007917687624,-0.868116244062192,-0.136174276166207,-0.138003551643651,0.156458256455389,0.210637132551794,-0.782011050816471,-0.126803862735485,-0.365817700912482,-0.0373978296083052,-0.166068677126367,-0.569760827925203,0.326673708697074,0.283719974428287,-0.202448141565593,0.200814764376187,0.259980765727427,0.463014532696088,-0.0147584284676772,0.539543867837658,0.421751531455103,-0.0477221401324782,-0.0715693894397047,-0.229027853176784,-0.130999821126434,-0.509977553185531,-0.749961920960578,-0.404701061380985,0.207293843571133,0.950151379980242,-0.433186613690711,0.146747630243398,0.309762888413424,0.128279513020103,-0.133788251223826,-0.0968587250017477,0.664188099990636,0.0130096115279661,0.300366614324191,-0.0222038336836584,-1.39639950237644,-0.30245185210209,-0.575070479793297,-0.301872852592542,0.423769301945955,0.546527859994051,-0.113979100950208,1.06968442455172,-0.451972698702473,0.879625724549385,0.286549827906474,0.0888113940499501,-0.144885553179509,-0.405016297259951,0.433270601586362,0.687946271524196,0.129963822840043,0.0144818848988462,-2607.43948420517
3.27991688882665,4.37442691670893,1.75046433858465,-1.10300717775824,-0.874295698950718,-0.139148670580016,-0.135209143509395,0.154762283293449,0.212122169583032,-0.779843969741887,-0.123735782054377,-0.369683735233589,-0.0379246635044213,-0.169634010573244,-0.573070438177798,0.330359510555433,0.285257041859493,-0.203937080349647,0.202020055319095,0.256264455467132,0.465377289323274,-0.0165505642703419,0.539744107142813,0.424168918029957,-0.046980684129584,-0.0715512765997815,-0.226952697198121,-0.127717394011397,-0.510810584810539,-0.747999735226167,-0.406691208508523,0.210170154779197,0.949796672608243,-0.431725306596527,0.144129508954099,0.311908632636091,0.12269228825776,-0.143291425986649,-0.0994645087872134,0.659157135376108,0.0125268623532855,0.289203065267888,-0.018049584588097,-1.39526410603224,-0.295942111821352,-0.576985190521647,-0.279663135372437,0.41382288167517,0.552776288656695,-0.10910949547763,1.07300531265189,-0.448893950141666,0.886183121167717,0.281728576224403,0.0897297674107537,-0.143623648531352,-0.406250307426245,0.434424411186046,0.690321049806712,0.13175036163435,0.0145970835978226,-2607.43166131215
3.28468839650737,4.41156055559625,1.74325549757218,-1.10679586244306,-0.877156618434715,-0.139700050504811,-0.135144607675459,0.153722699947311,0.213227855130711,-0.782423975761961,-0.122790797558508,-0.371212294669092,-0.0387222303883776,-0.168982051120186,-0.570811486633879,0.328790623203139,0.284890836102561,-0.204821853146493,0.20200133813888,0.255105513381326,0.466318987418916,-0.0131117745727255,0.540344607795324,0.423552562634928,-0.0469135422374048,-0.0691697576336655,-0.226583543333077,-0.125579933929264,-0.511872655559527,-0.745167744234911,-0.406204946124038,0.21422464887705,0.952700086085826,-0.426735542293576,0.14548507031642,0.315183801616937,0.12628546061097,-0.145265302379717,-0.097570246890905,0.654047396166115,0.0124840053580339,0.279709938193817,-0.021203922109927,-1.39181815856924,-0.294510773789158,-0.573623949486745,-0.28885752146868,0.408633870629655,0.547323445470996,-0.106984874539268,1.07531419818604,-0.445787361505178,0.887240449009019,0.284623167626901,0.090919701080787,-0.143986819565749,-0.405165062492601,0.433295740745854,0.690306369825435,0.131010650837902,0.0145863680846242,-2607.42912186473
3.2807533715933,4.41006645661769,1.74773192315629,-1.10705772105193,-0.879526252726216,-0.138819186890761,-0.135146023641613,0.155073480410961,0.213030254241631,-0.781030519203756,-0.122928854850222,-0.370343221479497,-0.0384237844249538,-0.168061241907745,-0.570604887197872,0.328737477397806,0.284716777388085,-0.202974602279536,0.202046762874228,0.254578648944141,0.466215199956778,-0.0144169566659767,0.539956374234598,0.423290654678712,-0.0465646192102541,-0.070556957766818,-0.226648986201089,-0.126967946035762,-0.5105209716829,-0.746411841887676,-0.405419695203342,0.212483803019754,0.952012715871732,-0.428146710755335,0.145713155351938,0.313383433441974,0.126386508632719,-0.143881138605756,-0.0987589189767027,0.655765051855983,0.012978591741662,0.282216525293366,-0.021173085832792,-1.39352718187733,-0.296371238465714,-0.57137106874208,-0.287933925187497,0.411341312640397,0.54837244774469,-0.106089906691928,1.07607993923926,-0.445979623203795,0.888115833739858,0.284203966541177,0.0911990061202491,-0.143604831417549,-0.405431292624588,0.43386938341795,0.689684105555283,0.131315447833258,0.0143090114521789,-2607.42853028443
3.28281340700068,4.40779113306483,1.74687049529817,-1.10648231030944,-0.878541861801248,-0.138582411388387,-0.135567322087296,0.155478345945617,0.21257204223282,-0.780696515675626,-0.123482742305111,-0.370177511051565,-0.0383432304869981,-0.168429921754669,-0.570953223707874,0.328883634443423,0.284850454123779,-0.202798699375073,0.201807325768135,0.254547294728734,0.466046546839156,-0.014604856613405,0.539858876342605,0.423577160270415,-0.0465374798351438,-0.0706079703513197,-0.226506728284203,-0.127458132763669,-0.510903413115169,-0.746255444135096,-0.405758774713958,0.211947657237434,0.951852254089407,-0.42869183350006,0.145508425774048,0.313253958677016,0.125762249422536,-0.142878982256139,-0.0985249787749542,0.655883032796981,0.0129435931946829,0.282838730080974,-0.0209497229271308,-1.39329267696397,-0.295841694731175,-0.57095680491406,-0.287972506893894,0.411895302955532,0.549314170152541,-0.10653377077662,1.07613215072614,-0.446498679877961,0.888532950307831,0.284034820882296,0.0909420703430652,-0.143312325521267,-0.405331107233872,0.433999766733632,0.689747252317755,0.131403855387534,0.0143065634443609,-2607.4284829466
3.2828993592192,4.40880659834068,1.7469967493452,-1.10661046675911,-0.878647303749123,-0.138815146477238,-0.135574040843871,0.155294612134102,0.212598535262107,-0.781004307725399,-0.123484122645198,-0.370256172308801,-0.0383925560021822,-0.168422168786896,-0.570881689406769,0.328880405733011,0.284923214510133,-0.203002815441059,0.201807744093029,0.254539329244757,0.466090717149526,-0.0144651648044218,0.539844388518884,0.42366609862149,-0.0465882446384675,-0.0705305380544148,-0.226517296544757,-0.127157765490033,-0.510860384662384,-0.745921484425882,-0.405662156491295,0.212241589697345,0.951848603342186,-0.428353428972625,0.145504002826358,0.313592056628814,0.125701216827968,-0.143297528537042,-0.0984756468712735,0.655375963868944,0.012904188311507,0.282265407785105,-0.0209703796614708,-1.39353148248367,-0.295577413391798,-0.570640698339362,-0.28715259839391,0.411293041005647,0.549405464690391,-0.106476147971706,1.07622028708544,-0.446440446710282,0.888628614369776,0.284080419709613,0.0909424548527337,-0.143339559075681,-0.405319901860214,0.43394281900253,0.68973159051443,0.131384712296539,0.0143077611836085,-2607.42847480081
3.28286975936358,4.40914655597596,1.74703898717397,-1.10662230743285,-0.878738017747846,-0.138837518000499,-0.135556165565106,0.155257194012359,0.212626418849081,-0.781116258049556,-0.123466427258194,-0.370270349807264,-0.0384150919235716,-0.16839443295221,-0.570864644971684,0.328854226121152,0.284952034144279,-0.202935282575967,0.201817319210663,0.254514602647526,0.466114507498732,-0.0144751942653656,0.539842233183298,0.423606306774924,-0.0465936981612453,-0.0705719079050239,-0.226527817655326,-0.127072785327181,-0.51081713941408,-0.745903885799001,-0.405698468840501,0.212316904329169,0.951862118726715,-0.428299120310277,0.14550883777095,0.313647086436384,0.12573312646146,-0.143412426199838,-0.0985216636462682,0.655355031473136,0.0129517438780278,0.282124305350858,-0.0209892588994954,-1.39373170323434,-0.295650170927571,-0.570712171020554,-0.287585775038454,0.411187578139387,0.549416818202811,-0.106436604925489,1.07626488140192,-0.446435727582221,0.888660706149906,0.284079457055365,0.0909672799244039,-0.143351067549236,-0.405325224936395,0.433941411116935,0.689715417252005,0.131399738945238,0.0143063259217263,-2607.42847409221
3.28292370919718,4.40917851026212,1.74701575160082,-1.10661207631459,-0.87870465285707,-0.138811534923907,-0.13556647915756,0.15528323853744,0.212614777661459,-0.781090770115562,-0.123477858495282,-0.370242190186249,-0.038410177186921,-0.168385105204153,-0.570871322300455,0.32883478772574,0.284946273394146,-0.202905315397742,0.201809657561889,0.254516860736648,0.466111452230131,-0.0144771167505057,0.539840128816842,0.423606574924656,-0.0465893513093441,-0.0705791846153776,-0.226525989805786,-0.127096970301821,-0.510826776148457,-0.745915400844957,-0.405707780667238,0.212296431776088,0.9518597923948,-0.428314266522126,0.145507155921405,0.313619749843915,0.125727393319834,-0.143376975248796,-0.0985188564540142,0.655374063575206,0.0129604448020101,0.282157846131078,-0.0209897610383943,-1.39371639099838,-0.295653848229108,-0.570658139033093,-0.287399499806766,0.411241518337757,0.549439040488065,-0.106461149394655,1.07625863499371,-0.446472067187348,0.888651418786098,0.284078185665154,0.0909628009143451,-0.143345394415611,-0.405326229883665,0.433943152892378,0.689710297408637,0.131400749839368,0.0143068256842023,-2607.42847395397
3.28292370919718,4.40917851026212,1.74701575160082,-1.10661207631459,-0.87870465285707,-0.138811534923907,-0.13556647915756,0.15528323853744,0.212614777661459,-0.781090770115562,-0.123477858495282,-0.370242190186249,-0.038410177186921,-0.168385105204153,-0.570871322300455,0.32883478772574,0.284946273394146,-0.202905315397742,0.201809657561889,0.254516860736648,0.466111452230131,-0.0144771167505057,0.539840128816842,0.423606574924656,-0.0465893513093441,-0.0705791846153776,-0.226525989805786,-0.127096970301821,-0.510826776148457,-0.745915400844957,-0.405707780667238,0.212296431776088,0.9518597923948,-0.428314266522126,0.145507155921405,0.313619749843915,0.125727393319834,-0.143376975248796,-0.0985188564540142,0.655374063575206,0.0129604448020101,0.282157846131078,-0.0209897610383943,-1.39371639099838,-0.295653848229108,-0.570658139033093,-0.287399499806766,0.411241518337757,0.549439040488065,-0.106461149394655,1.07625863499371,-0.446472067187348,0.888651418786098,0.284078185665154,0.0909628009143451,-0.143345394415611,-0.405326229883665,0.433943152892378,0.689710297408637,0.131400749839368,0.0143068256842023,-2607.42847395397
3.28294156602148,4.40911828206684,1.74702301684046,-1.10661643665968,-0.87869706774538,-0.138814836020398,-0.135565326899695,0.155279639986989,0.212611798628786,-0.781088697212065,-0.123473506448923,-0.370234648772632,-0.0384069713311312,-0.168384265947908,-0.570869884760073,0.328831003915558,0.284940200749128,-0.202922198946514,0.201806394554079,0.254521474220744,0.466108718355197,-0.0144740299391716,0.539839688420996,0.423622429212921,-0.0465877179806555,-0.0705748991170075,-0.226524370579616,-0.12709161961625,-0.510825924176591,-0.745893427323026,-0.405692736390219,0.212297230973935,0.951851956530596,-0.428306740230631,0.145502971323675,0.313626575167535,0.125704549350211,-0.143386436733372,-0.098516165400965,0.655352187284446,0.0129466534156388,0.282160576574353,-0.0209821430337351,-1.3937049788876,-0.295620669189122,-0.570703625460859,-0.287473862320956,0.411217961557987,0.549457341863593,-0.106466525150535,1.07625486781169,-0.446476874722452,0.888649813043993,0.284074599953441,0.0909620965828602,-0.14334224219864,-0.405324468589147,0.433940730538116,0.689712206436592,0.131401650992246,0.0143072190039123,-2607.42847395316
